pl_hostname,pl_letter,con
GJ 328,b,HYA
GJ 3634,b,HYA
GJ 433,b,HYA
HAT-P-30,b,HYA
HAT-P-35,b,HYA
HAT-P-42,b,HYA
HATS-18,b,HYA
HATS-22,b,HYA
HATS-25,b,HYA
HATS-31,b,HYA
HD 128356,b,HYA
HD 70573,b,HYA
HD 72659,b,HYA
HD 72892,b,HYA
HD 74156,b,HYA
HD 74156,c,HYA
HD 82943,b,HYA
HD 82943,c,HYA
HD 86226,b,HYA
HD 86264,b,HYA
HD 86950,b,HYA
HD 90156,b,HYA
WASP-142,b,HYA
WASP-25,b,HYA
WASP-36,b,HYA
WASP-84,b,HYA
