pl_hostname,pl_letter,con
2MASS J02192210-3925225,b,FOR+PHE
HD 142,b,PHE
HD 142,c,PHE
HD 2039,b,PHE
HD 564,b,PHE
HD 6434,b,PHE
HD 8535,b,PHE
WASP-105,b,PHE
WASP-18,b,PHE
WASP-29,b,PHE
WASP-4,b,PHE
WASP-5,b,PHE
WASP-96,b,PHE
