pl_hostname,pl_letter,con
HATS-24,b,PAV
HATS-35,b,PAV
HD 175167,b,PAV
HD 175607,b,PAV
HD 181433,b,PAV
HD 181433,c,PAV
HD 181433,d,PAV
HD 190984,b,PAV
HD 196050,b,PAV
