pl_hostname,pl_letter,con
HAT-P-9,b,AUR
HD 40979,b,AUR
HD 42012,b,AUR
HD 43691,b,AUR
HD 45350,b,AUR
HD 49674,b,AUR
KELT-2 A,b,AUR
KELT-7,b,AUR
WASP-12,b,AUR
