pl_hostname,pl_letter,con
DENIS-P J082303.1-491201,b,VEL
GJ 1132,b,VEL
HD 73526,b,VEL
HD 73526,c,VEL
HD 75289,b,VEL
HD 83443,b,VEL
HD 85390,b,VEL
HD 85512,b,VEL
WASP-19,b,VEL
