pl_hostname,pl_letter,con
HATS-13,b,CAP
HATS-14,b,CAP
HATS-15,b,CAP
HATS-3,b,CAP
HD 192310,b,CAP
HD 192310,c,CAP
HD 202206,b,CAP
HD 202206,c,CAP
HD 204313,b,CAP
HD 204313,c,CAP
HD 204941,b,CAP
WASP-68,b,CAP
WASP-89,b,CAP
