pl_hostname,pl_letter,con
4 UMa,b,UMA
47 UMa,b,UMA
47 UMa,c,UMA
47 UMa,d,UMA
GJ 1148,b,UMA
GJ 1148,c,UMA
HAT-P-13,b,UMA
HAT-P-13,c,UMA
HAT-P-21,b,UMA
HAT-P-22,b,UMA
HAT-P-3,b,UMA
HAT-P-66,b,UMA
HD 102956,b,UMA
HD 118203,b,UMA
HD 233604,b,UMA
HD 68988,b,UMA
HD 80606,b,UMA
HD 81688,b,UMA
HD 89744,b,UMA
HD 95127,b,UMA
HD 96127,b,UMA
HD 99706,b,UMA
HIP 57274,b,UMA
HIP 57274,c,UMA
HIP 57274,d,UMA
KELT-18,b,UMA
omi UMa,b,UMA
