pl_hostname,pl_letter,con
BD+20 1790,b,GEM
HAT-P-20,b,GEM
HAT-P-24,b,GEM
HAT-P-33,b,GEM
HAT-P-39,b,GEM
HAT-P-54,b,GEM
HAT-P-56,b,GEM
HD 50554,b,GEM
HD 59686 A,b,GEM
HD 62509,b,GEM
HD 67087,b,GEM
HD 67087,c,GEM
K2-26,b,GEM
tau Gem,b,GEM
