pl_hostname,pl_letter,con
GJ 3021,b,HYI
HD 10180,c,HYI
HD 10180,d,HYI
HD 10180,e,HYI
HD 10180,f,HYI
HD 10180,g,HYI
HD 10180,h,HYI
HD 11977,b,HYI
WASP-126,b,HYI
