pl_hostname,pl_letter,con
CoRoT-1,b,MON
CoRoT-12,b,MON
CoRoT-13,b,MON
CoRoT-14,b,MON
CoRoT-18,b,MON
CoRoT-19,b,MON
CoRoT-20,b,MON
CoRoT-24,b,MON
CoRoT-24,c,MON
CoRoT-4,b,MON
CoRoT-5,b,MON
CoRoT-7,b,MON
CoRoT-7,c,MON
CoRoTID 223977153,b,MON
HD 44219,b,MON
HD 45652,b,MON
HD 46375,b,MON
HD 52265,b,MON
HD 66428,b,MON
