pl_hostname,pl_letter,con
HD 23079,b,RET
HD 23127,b,RET
HD 25171,b,RET
HD 27442,b,RET
HD 27894,b,RET
HD 27894,c,RET
HD 27894,d,RET
WASP-100,b,RET
WASP-119,b,RET
