pl_hostname,pl_letter,con
14 Her,b,HER
GJ 649,b,HER
HAT-P-14,b,HER
HAT-P-18,b,HER
HAT-P-2,b,HER
HAT-P-31,b,HER
HAT-P-55,b,HER
HAT-P-67,b,HER
HD 145934,b,HER
HD 149026,b,HER
HD 154345,b,HER
HD 155358,b,HER
HD 155358,c,HER
HD 156668,b,HER
HD 158038,b,HER
HD 164595,b,HER
HD 164922,b,HER
HD 164922,c,HER
KELT-12,b,HER
KELT-8,b,HER
TrES-3,b,HER
TrES-4,b,HER
WASP-103,b,HER
WASP-135,b,HER
WASP-38,b,HER
WASP-92,b,HER
