pl_hostname,pl_letter,con
BD-06 1339,b,ORI
BD-06 1339,c,ORI
GJ 179,b,ORI
HD 290327,b,ORI
HD 31253,b,ORI
HD 34445,b,ORI
HD 34445,c,ORI
HD 34445,d,ORI
HD 34445,e,ORI
HD 34445,f,ORI
HD 34445,g,ORI
HD 37605,b,ORI
HD 37605,c,ORI
HD 38529,b,ORI
HD 38529,c,ORI
HD 38801,b,ORI
HD 42618,b,ORI
WASP-82,b,ORI
