pl_hostname,pl_letter,con
BD-13 2130,b,PUP
HD 48265,b,PUP
HD 50499,b,PUP
HD 60532,b,PUP
HD 60532,c,PUP
HD 69830,b,PUP
HD 69830,c,PUP
HD 69830,d,PUP
HD 70642,b,PUP
KELT-14,b,PUP
WASP-121,b,PUP
WASP-23,b,PUP
