pl_hostname,pl_letter,con
Kepler-576,b,CYG
Kepler-577,b,CYG
Kepler-579,b,CYG
Kepler-58,b,CYG
Kepler-58,c,CYG
Kepler-58,d,CYG
Kepler-581,b,CYG
Kepler-582,b,CYG
Kepler-586,b,CYG
Kepler-587,b,CYG
Kepler-590,b,CYG
Kepler-593,b,CYG
Kepler-594,b,CYG
Kepler-595,b,CYG
Kepler-596,b,CYG
Kepler-597,b,CYG
Kepler-598,b,CYG
Kepler-6,b,CYG
Kepler-602,b,CYG
Kepler-603,b,CYG
Kepler-603,c,CYG
Kepler-603,d,CYG
Kepler-604,b,CYG
Kepler-606,b,CYG
Kepler-607,b,CYG
Kepler-608,b,CYG
Kepler-609,b,CYG
Kepler-61,b,CYG
Kepler-610,b,CYG
Kepler-610,c,CYG
Kepler-612,b,CYG
Kepler-614,b,CYG
Kepler-616,b,CYG
Kepler-616,c,CYG
Kepler-619,b,CYG
Kepler-619,c,CYG
Kepler-620,b,CYG
Kepler-623,b,CYG
Kepler-624,b,CYG
Kepler-625,b,CYG
Kepler-625,c,CYG
Kepler-627,b,CYG
Kepler-63,b,CYG
Kepler-630,b,CYG
Kepler-631,b,CYG
Kepler-632,b,CYG
Kepler-633,b,CYG
Kepler-636,b,CYG
Kepler-637,b,CYG
Kepler-639,b,CYG
Kepler-640,b,CYG
Kepler-642,b,CYG
Kepler-644,b,CYG
Kepler-645,b,CYG
Kepler-646,b,CYG
Kepler-650,b,CYG
Kepler-654,b,CYG
Kepler-655,b,CYG
Kepler-657,b,CYG
Kepler-66,b,CYG
Kepler-660,b,CYG
Kepler-662,b,CYG
Kepler-663,b,CYG
Kepler-664,b,CYG
Kepler-665,b,CYG
Kepler-666,b,CYG
Kepler-667,b,CYG
Kepler-669,b,CYG
Kepler-67,b,CYG
Kepler-670,b,CYG
Kepler-671,b,CYG
Kepler-672,b,CYG
Kepler-673,b,CYG
Kepler-675,b,CYG
Kepler-676,b,CYG
Kepler-677,b,CYG
Kepler-678,b,CYG
Kepler-679,b,CYG
Kepler-68,b,CYG
Kepler-68,c,CYG
Kepler-68,d,CYG
Kepler-680,b,CYG
Kepler-681,b,CYG
Kepler-682,b,CYG
Kepler-685,b,CYG
Kepler-688,b,CYG
Kepler-689,b,CYG
Kepler-69,b,CYG
Kepler-69,c,CYG
Kepler-690,b,CYG
Kepler-692,b,CYG
Kepler-695,b,CYG
Kepler-696,b,CYG
Kepler-699,b,CYG
Kepler-702,b,CYG
Kepler-703,b,CYG
Kepler-708,b,CYG
Kepler-709,b,CYG
Kepler-711,b,CYG
Kepler-712,b,CYG
Kepler-712,c,CYG
Kepler-713,b,CYG
Kepler-717,b,CYG
Kepler-718,b,CYG
Kepler-719,b,CYG
Kepler-720,b,CYG
Kepler-722,b,CYG
Kepler-722,c,CYG
Kepler-724,b,CYG
Kepler-726,b,CYG
Kepler-727,b,CYG
Kepler-728,b,CYG
Kepler-731,b,CYG
Kepler-733,b,CYG
Kepler-734,b,CYG
Kepler-737,b,CYG
Kepler-739,b,CYG
Kepler-74,b,CYG
Kepler-741,b,CYG
Kepler-743,b,CYG
Kepler-744,b,CYG
Kepler-748,b,CYG
Kepler-749,b,CYG
Kepler-750,b,CYG
Kepler-750,c,CYG
Kepler-751,b,CYG
Kepler-752,b,CYG
Kepler-754,b,CYG
Kepler-755,b,CYG
Kepler-755,c,CYG
Kepler-757,b,CYG
Kepler-758,b,CYG
Kepler-758,c,CYG
Kepler-758,d,CYG
Kepler-758,e,CYG
Kepler-76,b,CYG
Kepler-761,b,CYG
Kepler-762,b,CYG
Kepler-763,b,CYG
Kepler-764,b,CYG
Kepler-766,b,CYG
Kepler-768,b,CYG
Kepler-769,b,CYG
Kepler-769,c,CYG
Kepler-77,b,CYG
Kepler-78,b,CYG
Kepler-782,b,CYG
Kepler-783,b,CYG
Kepler-784,b,CYG
Kepler-785,b,CYG+LYR
Kepler-786,b,CYG
Kepler-789,b,CYG
Kepler-79,b,CYG
Kepler-79,c,CYG
Kepler-79,d,CYG
Kepler-79,e,CYG
Kepler-791,b,CYG
Kepler-793,b,CYG
Kepler-797,b,CYG
Kepler-798,b,CYG
Kepler-80,b,CYG
Kepler-80,c,CYG
Kepler-80,d,CYG
Kepler-80,e,CYG
Kepler-80,f,CYG
Kepler-80,g,CYG
Kepler-803,b,CYG
Kepler-804,b,CYG
Kepler-804,c,CYG
Kepler-805,b,CYG
Kepler-806,b,CYG
Kepler-807,b,CYG
Kepler-808,b,CYG
Kepler-809,b,CYG
Kepler-81,b,CYG
Kepler-81,c,CYG
Kepler-81,d,CYG
Kepler-810,b,CYG
Kepler-812,b,CYG
Kepler-816,b,CYG
Kepler-817,b,CYG
Kepler-818,b,CYG
Kepler-819,b,CYG
Kepler-82,b,CYG
Kepler-82,c,CYG
Kepler-82,d,CYG
Kepler-82,e,CYG
Kepler-822,b,CYG
Kepler-825,b,CYG
Kepler-825,c,CYG
Kepler-827,b,CYG
Kepler-830,b,CYG
Kepler-831,b,CYG
Kepler-832,b,CYG
Kepler-833,b,CYG
Kepler-839,b,CYG
Kepler-84,b,CYG
Kepler-84,c,CYG
Kepler-84,d,CYG
Kepler-84,e,CYG
Kepler-84,f,CYG
Kepler-840,b,CYG
Kepler-842,b,CYG
Kepler-843,b,CYG
Kepler-844,b,CYG
Kepler-845,b,CYG
Kepler-848,b,CYG
Kepler-849,b,CYG
Kepler-85,b,CYG
Kepler-85,c,CYG
Kepler-85,d,CYG
Kepler-85,e,CYG
Kepler-850,b,CYG
Kepler-851,b,CYG
Kepler-852,b,CYG
Kepler-854,b,CYG
Kepler-855,b,CYG
Kepler-856,b,CYG
Kepler-857,b,CYG
Kepler-858,b,CYG
Kepler-860,b,CYG
Kepler-861,b,CYG
Kepler-862,b,CYG
Kepler-863,b,CYG
Kepler-865,b,CYG
Kepler-867,b,CYG
Kepler-869,b,CYG
Kepler-87,b,CYG
Kepler-87,c,CYG
Kepler-870,b,CYG
Kepler-871,b,CYG
Kepler-872,b,CYG
Kepler-873,b,CYG
Kepler-874,b,CYG
Kepler-875,b,CYG
Kepler-877,b,CYG
Kepler-879,b,CYG
Kepler-881,b,CYG
Kepler-882,b,CYG
Kepler-884,b,CYG
Kepler-885,b,CYG
Kepler-888,b,CYG
Kepler-889,b,CYG
Kepler-894,b,CYG
Kepler-895,b,CYG
Kepler-897,b,CYG
Kepler-899,b,CYG
Kepler-900,b,CYG
Kepler-902,b,CYG
Kepler-905,b,CYG
Kepler-908,b,CYG
Kepler-909,b,CYG
Kepler-910,b,CYG
Kepler-911,b,CYG
Kepler-912,b,CYG
Kepler-913,b,CYG
Kepler-914,b,CYG
Kepler-915,b,CYG
Kepler-916,b,CYG
Kepler-917,b,CYG
Kepler-918,b,CYG
Kepler-919,b,CYG
Kepler-923,b,CYG
Kepler-929,b,CYG
Kepler-930,b,CYG
Kepler-931,b,CYG
Kepler-932,b,CYG
Kepler-934,b,CYG
Kepler-935,b,CYG
Kepler-936,b,CYG
Kepler-937,b,CYG
Kepler-937,c,CYG
Kepler-938,b,CYG
Kepler-939,b,CYG
Kepler-940,b,CYG
Kepler-941,b,CYG
Kepler-942,b,CYG
Kepler-944,b,CYG
Kepler-946,b,CYG
Kepler-947,b,CYG
Kepler-948,b,CYG
Kepler-949,b,CYG
Kepler-953,b,CYG
Kepler-953,c,CYG
Kepler-954,b,CYG
Kepler-956,b,CYG
Kepler-957,b,CYG
Kepler-959,b,CYG
Kepler-96,b,CYG
Kepler-962,b,CYG
Kepler-963,b,CYG
Kepler-964,b,CYG
Kepler-965,b,CYG
Kepler-966,b,CYG
Kepler-969,b,CYG
Kepler-969,c,CYG
Kepler-97,b,CYG
Kepler-97,c,CYG
Kepler-972,b,CYG
Kepler-973,b,CYG
Kepler-976,b,CYG
Kepler-979,b,CYG
Kepler-980,b,CYG
Kepler-981,b,CYG
Kepler-982,b,CYG+LYR
Kepler-984,b,CYG
Kepler-985,b,CYG
Kepler-986,b,CYG
Kepler-987,b,CYG
Kepler-99,b,CYG
Kepler-990,b,CYG
Kepler-990,c,CYG
Kepler-991,b,CYG
Kepler-993,b,CYG
Kepler-994,b,CYG
Kepler-997,b,CYG
Kepler-998,b,CYG
Kepler-999,b,CYG
PH1,b,CYG
PH2,b,CYG
TrES-5,b,CYG
WASP-48,b,CYG
WTS-1,b,CYG
WTS-2,b,CYG
