pl_hostname,pl_letter,con
7 CMa,b,CMA
HATS-4,b,CMA
HD 43197,b,CMA
HD 45364,b,CMA
HD 45364,c,CMA
HD 47186,b,CMA
HD 47186,c,CMA
HD 47536,b,CMA
WASP-101,b,CMA
WASP-64,b,CMA
