pl_hostname,pl_letter,con
14 And,b,AND
GJ 15 A,b,AND
HAT-P-1,b,AND+LAC
HAT-P-16,b,AND
HAT-P-19,b,AND
HAT-P-28,b,AND
HAT-P-32,b,AND
HAT-P-53,b,AND
HAT-P-6,b,AND
HD 13931,b,AND
HD 1605,b,AND
HD 1605,c,AND
HD 16175,b,AND
HD 222155,b,AND
HD 5583,b,AND
HD 5608,b,AND
HD 8673,b,AND
KELT-1,b,AND
Qatar-3,b,AND
Qatar-4,b,AND
Qatar-5,b,AND
WASP-1,b,AND
WASP-33,b,AND
kap And,b,AND
ups And,b,AND
ups And,c,AND
ups And,d,AND
