pl_hostname,pl_letter,con
GJ 674,b,ARA
GJ 676 A,b,ARA
GJ 676 A,c,ARA
GJ 676 A,d,ARA
GJ 676 A,e,ARA
HD 152079,b,ARA
HD 154672,b,ARA
HD 154857,b,ARA
HD 154857,c,ARA
HD 156411,b,ARA
HD 160691,b,ARA
HD 160691,c,ARA
HD 160691,d,ARA
HD 160691,e,ARA
