pl_hostname,pl_letter,con
CoRoT-10,b,AQL
CoRoT-2,b,AQL
CoRoT-3,b,AQL
CoRoT-8,b,AQL
HAT-P-41,b,AQL
HD 179079,b,AQL
HD 183263,b,AQL
HD 183263,c,AQL
HD 192263,b,AQL
HD 192699,b,AQL
HIP 97233,b,AQL
WASP-74,b,AQL
WASP-80,b,AQL
WASP-81,b,AQL
xi Aql,b,AQL
