pl_hostname,pl_letter,con
24 Sex,b,SEX
24 Sex,c,SEX
BD-08 2823,b,SEX
BD-08 2823,c,SEX
HD 86081,b,SEX
HD 92788,b,SEX
KELT-11,b,SEX
WASP-127,b,SEX
WASP-43,b,SEX
