pl_hostname,pl_letter,con
AB Pic,b,PIC
HD 40307,b,PIC
HD 40307,c,PIC
HD 40307,d,PIC
HD 40307,f,PIC
HD 40307,g,PIC
HD 41004 A,b,PIC
HD 41004 B,b,PIC
HR 2562,b,PIC
Kapteyn,c,PIC
bet Pic,b,PIC
