pl_hostname,pl_letter,con
HD 11755,b,CAS
HD 13908,b,CAS
HD 13908,c,CAS
HD 17156,b,CAS
HD 219134,b,CAS
HD 219134,c,CAS
HD 219134,d,CAS
HD 219134,f,CAS
HD 219134,g,CAS
HD 219134,h,CAS
HD 219415,b,CAS
HD 220074,b,CAS
HD 220842,b,CAS
HD 221585,b,CAS
HD 240210,b,CAS
HD 240237,b,CAS
HD 2952,b,CAS
HD 7924,b,CAS
HD 7924,c,CAS
HD 7924,d,CAS
TYC 3667-1280-1,b,CAS
WASP-93,b,CAS
