pl_hostname,pl_letter,con
11 Com,b,COM
HD 108863,b,COM
HD 108874,b,COM
HD 108874,c,COM
HD 111591,b,COM
HD 113996,b,COM
HD 114762,b,COM
HD 116029,b,COM
KELT-6,b,COM
KELT-6,c,COM
WASP-56,b,COM
WISEP J121756.91+162640.2 A,b,COM
