pl_hostname,pl_letter,con
CFBDSIR J145829+101343,b,BOO
HAT-P-4,b,BOO
HAT-P-44,b,BOO
HAT-P-44,c,BOO
HD 128311,b,BOO
HD 128311,c,BOO
HD 131496,b,BOO
HD 132406,b,BOO
HD 132563,b,BOO
HD 136418,b,BOO
HD 141399,b,BOO
HD 141399,c,BOO
HD 141399,d,BOO
HD 141399,e,BOO
WASP-113,b,BOO
WASP-14,b,BOO
tau Boo,b,BOO
