pl_hostname,pl_letter,con
2MASS J21402931+1625183 A,b,PEG
51 Peg,b,PEG
BD+14 4559,b,PEG
HAT-P-8,b,PEG
HD 208527,b,PEG
HD 208897,b,PEG
HD 209458,b,PEG
HD 210702,b,PEG
HD 214823,b,PEG
HD 219828,b,PEG
HD 219828,c,PEG
HD 220773,b,PEG
HIP 109600,b,PEG
HN Peg,b,PEG
HR 8799,b,PEG
HR 8799,c,PEG
HR 8799,d,PEG
HR 8799,e,PEG
V0391 Peg,b,PEG
WASP-10,b,PEG
WASP-114,b,PEG
WASP-21,b,PEG
WASP-52,b,PEG
WASP-59,b,PEG
WASP-60,b,PEG
