pl_hostname,pl_letter,con
HD 104985,b,CAM
HD 24064,b,CAM
HD 29021,b,CAM
HD 32518,b,CAM
HD 33564,b,CAM
HD 35759,b,CAM
HD 40956,b,CAM
XO-3,b,CAM
XO-6,b,CAM
